 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (F), Relative Humidity (%), Alternate Coefs (True/False), Heat Index (F)
6,49,0,6
6,50,0,6
6,51,0,6
6,52,0,6
6,53,0,6
6,54,0,6
6,55,0,6
6,56,0,6
6,57,0,6
6,58,0,6
6,59,0,6
6,60,0,6
6,61,0,6
6,62,0,6
6,63,0,6
6,64,0,6
6,65,0,6
6,66,0,6
6,67,0,6
6,68,0,6
6,69,0,6
6,70,0,6
6,71,0,6
6,72,0,6
6,73,0,6
6,74,0,6
6,75,0,6
6,76,0,6
6,77,0,6
6,78,0,6
6,79,0,6
6,80,0,6
6,81,0,6
6,82,0,6
6,83,0,6
6,84,0,6
6,85,0,6
6,86,0,6
6,87,0,6
6,88,0,6
6,89,0,6
6,90,0,6
6,91,0,6
6,92,0,6
6,93,0,6
6,94,0,6
6,95,0,6
6,96,0,6
6,97,0,6
6,98,0,6
6,99,0,6
6,100,0,6
7,1,0,7
7,2,0,7
7,3,0,7
7,4,0,7
7,5,0,7
7,6,0,7
7,7,0,7
7,8,0,7
7,9,0,7
7,10,0,7
7,11,0,7
7,12,0,7
7,13,0,7
7,14,0,7
7,15,0,7
7,16,0,7
7,17,0,7
7,18,0,7
7,19,0,7
7,20,0,7
7,21,0,7
7,22,0,7
7,23,0,7
7,24,0,7
7,25,0,7
7,26,0,7
7,27,0,7
7,28,0,7
7,29,0,7
7,30,0,7
7,31,0,7
7,32,0,7
7,33,0,7
7,34,0,7
7,35,0,7
7,36,0,7
7,37,0,7
7,38,0,7
7,39,0,7
7,40,0,7
7,41,0,7
7,42,0,7
7,43,0,7
7,44,0,7
7,45,0,7
7,46,0,7
7,47,0,7
7,48,0,7
7,49,0,7
7,50,0,7
7,51,0,7
7,52,0,7
7,53,0,7
7,54,0,7
7,55,0,7
7,56,0,7
7,57,0,7
7,58,0,7
7,59,0,7
7,60,0,7
7,61,0,7
7,62,0,7
7,63,0,7
7,64,0,7
7,65,0,7
7,66,0,7
7,67,0,7
7,68,0,7
7,69,0,7
7,70,0,7
7,71,0,7
7,72,0,7
7,73,0,7
7,74,0,7
7,75,0,7
7,76,0,7
7,77,0,7
7,78,0,7
7,79,0,7
7,80,0,7
7,81,0,7
7,82,0,7
7,83,0,7
7,84,0,7
7,85,0,7
7,86,0,7
7,87,0,7
7,88,0,7
7,89,0,7
7,90,0,7
7,91,0,7
7,92,0,7
7,93,0,7
7,94,0,7
7,95,0,7
7,96,0,7
7,97,0,7
7,98,0,7
7,99,0,7
7,100,0,7
8,1,0,8
8,2,0,8
8,3,0,8
8,4,0,8
8,5,0,8
8,6,0,8
8,7,0,8
8,8,0,8
8,9,0,8
8,10,0,8
8,11,0,8
8,12,0,8
8,13,0,8
8,14,0,8
8,15,0,8
8,16,0,8
8,17,0,8
8,18,0,8
8,19,0,8
8,20,0,8
8,21,0,8
8,22,0,8
8,23,0,8
8,24,0,8
8,25,0,8
8,26,0,8
8,27,0,8
8,28,0,8
8,29,0,8
8,30,0,8
8,31,0,8
8,32,0,8
8,33,0,8
8,34,0,8
8,35,0,8
8,36,0,8
8,37,0,8
8,38,0,8
8,39,0,8
8,40,0,8
8,41,0,8
8,42,0,8
8,43,0,8
8,44,0,8
8,45,0,8
8,46,0,8
8,47,0,8
8,48,0,8
8,49,0,8
8,50,0,8
8,51,0,8
8,52,0,8
8,53,0,8
8,54,0,8
8,55,0,8
8,56,0,8
8,57,0,8
8,58,0,8
8,59,0,8
8,60,0,8
8,61,0,8
8,62,0,8
8,63,0,8
8,64,0,8
8,65,0,8
8,66,0,8
8,67,0,8
8,68,0,8
8,69,0,8
8,70,0,8
8,71,0,8
8,72,0,8
8,73,0,8
8,74,0,8
8,75,0,8
8,76,0,8
8,77,0,8
8,78,0,8
8,79,0,8
8,80,0,8
8,81,0,8
8,82,0,8
8,83,0,8
8,84,0,8
8,85,0,8
8,86,0,8
8,87,0,8
8,88,0,8
8,89,0,8
8,90,0,8
8,91,0,8
8,92,0,8
8,93,0,8
8,94,0,8
8,95,0,8
8,96,0,8
8,97,0,8
8,98,0,8
8,99,0,8
8,100,0,8
9,1,0,9
9,2,0,9
9,3,0,9
9,4,0,9
9,5,0,9
9,6,0,9
9,7,0,9
9,8,0,9
9,9,0,9
9,10,0,9
9,11,0,9
9,12,0,9
9,13,0,9
9,14,0,9
9,15,0,9
9,16,0,9
9,17,0,9
9,18,0,9
9,19,0,9
9,20,0,9
9,21,0,9
9,22,0,9
9,23,0,9
9,24,0,9
9,25,0,9
9,26,0,9
9,27,0,9
9,28,0,9
9,29,0,9
9,30,0,9
9,31,0,9
9,32,0,9
9,33,0,9
9,34,0,9
9,35,0,9
9,36,0,9
9,37,0,9
9,38,0,9
9,39,0,9
9,40,0,9
9,41,0,9
9,42,0,9
9,43,0,9
9,44,0,9
9,45,0,9
9,46,0,9
9,47,0,9
9,48,0,9
9,49,0,9
9,50,0,9
9,51,0,9
9,52,0,9
9,53,0,9
9,54,0,9
9,55,0,9
9,56,0,9
9,57,0,9
9,58,0,9
9,59,0,9
9,60,0,9
9,61,0,9
9,62,0,9
9,63,0,9
9,64,0,9
9,65,0,9
9,66,0,9
9,67,0,9
9,68,0,9
9,69,0,9
9,70,0,9
9,71,0,9
9,72,0,9
9,73,0,9
9,74,0,9
9,75,0,9
9,76,0,9
9,77,0,9
9,78,0,9
9,79,0,9
9,80,0,9
9,81,0,9
9,82,0,9
9,83,0,9
9,84,0,9
9,85,0,9
9,86,0,9
9,87,0,9
9,88,0,9
9,89,0,9
9,90,0,9
9,91,0,9
9,92,0,9
9,93,0,9
9,94,0,9
9,95,0,9
9,96,0,9
9,97,0,9
9,98,0,9
9,99,0,9
9,100,0,9
10,1,0,10
10,2,0,10
10,3,0,10
10,4,0,10
10,5,0,10
10,6,0,10
10,7,0,10
10,8,0,10
10,9,0,10
10,10,0,10
10,11,0,10
10,12,0,10
10,13,0,10
10,14,0,10
10,15,0,10
10,16,0,10
10,17,0,10
10,18,0,10
10,19,0,10
10,20,0,10
10,21,0,10
10,22,0,10
10,23,0,10
10,24,0,10
10,25,0,10
10,26,0,10
10,27,0,10
10,28,0,10
10,29,0,10
10,30,0,10
10,31,0,10
10,32,0,10
10,33,0,10
10,34,0,10
10,35,0,10
10,36,0,10
10,37,0,10
10,38,0,10
10,39,0,10
10,40,0,10
10,41,0,10
10,42,0,10
10,43,0,10
10,44,0,10
10,45,0,10
10,46,0,10
10,47,0,10
10,48,0,10
10,49,0,10
10,50,0,10
10,51,0,10
10,52,0,10
10,53,0,10
10,54,0,10
10,55,0,10
10,56,0,10
10,57,0,10
10,58,0,10
10,59,0,10
10,60,0,10
10,61,0,10
10,62,0,10
10,63,0,10
10,64,0,10
10,65,0,10
10,66,0,10
10,67,0,10
10,68,0,10
10,69,0,10
10,70,0,10
10,71,0,10
10,72,0,10
10,73,0,10
10,74,0,10
10,75,0,10
10,76,0,10
10,77,0,10
10,78,0,10
10,79,0,10
10,80,0,10
10,81,0,10
10,82,0,10
10,83,0,10
10,84,0,10
10,85,0,10
10,86,0,10
10,87,0,10
10,88,0,10
10,89,0,10
10,90,0,10
10,91,0,10
10,92,0,10
10,93,0,10
10,94,0,10
10,95,0,10
10,96,0,10
10,97,0,10
10,98,0,10
10,99,0,10
10,100,0,10
11,1,0,11
11,2,0,11
11,3,0,11
11,4,0,11
11,5,0,11
11,6,0,11
11,7,0,11
11,8,0,11
11,9,0,11
11,10,0,11
11,11,0,11
11,12,0,11
11,13,0,11
11,14,0,11
11,15,0,11
11,16,0,11
11,17,0,11
11,18,0,11
11,19,0,11
11,20,0,11
11,21,0,11
11,22,0,11
11,23,0,11
11,24,0,11
11,25,0,11
11,26,0,11
11,27,0,11
11,28,0,11
11,29,0,11
11,30,0,11
11,31,0,11
11,32,0,11
11,33,0,11
11,34,0,11
11,35,0,11
11,36,0,11
11,37,0,11
11,38,0,11
11,39,0,11
11,40,0,11
11,41,0,11
11,42,0,11
11,43,0,11
11,44,0,11
11,45,0,11
11,46,0,11
11,47,0,11
11,48,0,11
11,49,0,11
11,50,0,11
11,51,0,11
11,52,0,11
11,53,0,11
11,54,0,11
11,55,0,11
11,56,0,11
11,57,0,11
11,58,0,11
11,59,0,11
11,60,0,11
11,61,0,11
11,62,0,11
11,63,0,11
11,64,0,11
11,65,0,11
11,66,0,11
11,67,0,11
11,68,0,11
11,69,0,11
11,70,0,11
11,71,0,11
11,72,0,11
11,73,0,11
11,74,0,11
11,75,0,11
11,76,0,11
11,77,0,11
11,78,0,11
11,79,0,11
11,80,0,11
11,81,0,11
11,82,0,11
11,83,0,11
11,84,0,11
11,85,0,11
11,86,0,11
11,87,0,11
11,88,0,11
11,89,0,11
11,90,0,11
11,91,0,11
11,92,0,11
11,93,0,11
11,94,0,11
11,95,0,11
11,96,0,11
11,97,0,11
11,98,0,11
11,99,0,11
11,100,0,11
12,1,0,12
12,2,0,12
12,3,0,12
12,4,0,12
12,5,0,12
12,6,0,12
12,7,0,12
12,8,0,12
12,9,0,12
12,10,0,12
12,11,0,12
12,12,0,12
12,13,0,12
12,14,0,12
12,15,0,12
12,16,0,12
12,17,0,12
12,18,0,12
12,19,0,12
12,20,0,12
12,21,0,12
12,22,0,12
12,23,0,12
12,24,0,12
12,25,0,12
12,26,0,12
12,27,0,12
12,28,0,12
12,29,0,12
12,30,0,12
12,31,0,12
12,32,0,12
12,33,0,12
12,34,0,12
12,35,0,12
12,36,0,12
12,37,0,12
12,38,0,12
12,39,0,12
12,40,0,12
12,41,0,12
12,42,0,12
12,43,0,12
12,44,0,12
12,45,0,12
12,46,0,12
12,47,0,12
12,48,0,12
12,49,0,12
12,50,0,12
12,51,0,12
12,52,0,12
12,53,0,12
12,54,0,12
12,55,0,12
12,56,0,12
12,57,0,12
12,58,0,12
12,59,0,12
12,60,0,12
12,61,0,12
12,62,0,12
12,63,0,12
12,64,0,12
12,65,0,12
12,66,0,12
12,67,0,12
12,68,0,12
12,69,0,12
12,70,0,12
12,71,0,12
12,72,0,12
12,73,0,12
12,74,0,12
12,75,0,12
12,76,0,12
12,77,0,12
12,78,0,12
12,79,0,12
12,80,0,12
12,81,0,12
12,82,0,12
12,83,0,12
12,84,0,12
12,85,0,12
12,86,0,12
12,87,0,12
12,88,0,12
12,89,0,12
12,90,0,12
12,91,0,12
12,92,0,12
12,93,0,12
12,94,0,12
12,95,0,12
12,96,0,12
12,97,0,12
12,98,0,12
12,99,0,12
12,100,0,12
13,1,0,13
13,2,0,13
13,3,0,13
13,4,0,13
13,5,0,13
13,6,0,13
13,7,0,13
13,8,0,13
13,9,0,13
13,10,0,13
13,11,0,13
13,12,0,13
13,13,0,13
13,14,0,13
13,15,0,13
13,16,0,13
13,17,0,13
13,18,0,13
13,19,0,13
13,20,0,13
13,21,0,13
13,22,0,13
13,23,0,13
13,24,0,13
13,25,0,13
13,26,0,13
13,27,0,13
13,28,0,13
13,29,0,13
13,30,0,13
13,31,0,13
13,32,0,13
13,33,0,13
13,34,0,13
13,35,0,13
13,36,0,13
13,37,0,13
13,38,0,13
13,39,0,13
13,40,0,13
13,41,0,13
13,42,0,13
13,43,0,13
13,44,0,13
13,45,0,13
13,46,0,13
13,47,0,13
13,48,0,13
13,49,0,13
13,50,0,13
13,51,0,13
13,52,0,13
13,53,0,13
13,54,0,13
13,55,0,13
13,56,0,13
13,57,0,13
13,58,0,13
13,59,0,13
13,60,0,13
13,61,0,13
13,62,0,13
13,63,0,13
13,64,0,13
13,65,0,13
13,66,0,13
13,67,0,13
13,68,0,13
13,69,0,13
13,70,0,13
13,71,0,13
13,72,0,13
13,73,0,13
13,74,0,13
13,75,0,13
13,76,0,13
13,77,0,13
13,78,0,13
13,79,0,13
13,80,0,13
13,81,0,13
13,82,0,13
13,83,0,13
13,84,0,13
13,85,0,13
13,86,0,13
13,87,0,13
13,88,0,13
13,89,0,13
13,90,0,13
13,91,0,13
13,92,0,13
13,93,0,13
13,94,0,13
13,95,0,13
13,96,0,13
13,97,0,13
13,98,0,13
13,99,0,13
13,100,0,13
14,1,0,14
14,2,0,14
14,3,0,14
14,4,0,14
14,5,0,14
14,6,0,14
14,7,0,14
14,8,0,14
14,9,0,14
14,10,0,14
14,11,0,14
14,12,0,14
14,13,0,14
14,14,0,14
14,15,0,14
14,16,0,14
14,17,0,14
14,18,0,14
14,19,0,14
14,20,0,14
14,21,0,14
14,22,0,14
14,23,0,14
14,24,0,14
14,25,0,14
14,26,0,14
14,27,0,14
14,28,0,14
14,29,0,14
14,30,0,14
14,31,0,14
14,32,0,14
14,33,0,14
14,34,0,14
14,35,0,14
14,36,0,14
14,37,0,14
14,38,0,14
14,39,0,14
14,40,0,14
14,41,0,14
14,42,0,14
14,43,0,14
14,44,0,14
14,45,0,14
14,46,0,14
14,47,0,14
14,48,0,14
14,49,0,14
14,50,0,14
14,51,0,14
14,52,0,14
14,53,0,14
14,54,0,14
14,55,0,14
14,56,0,14
14,57,0,14
14,58,0,14
14,59,0,14
14,60,0,14
14,61,0,14
14,62,0,14
14,63,0,14
14,64,0,14
14,65,0,14
14,66,0,14
14,67,0,14
14,68,0,14
14,69,0,14
14,70,0,14
14,71,0,14
14,72,0,14
14,73,0,14
14,74,0,14
14,75,0,14
14,76,0,14
14,77,0,14
14,78,0,14
14,79,0,14
14,80,0,14
14,81,0,14
14,82,0,14
14,83,0,14
14,84,0,14
14,85,0,14
14,86,0,14
14,87,0,14
14,88,0,14
14,89,0,14
14,90,0,14
14,91,0,14
14,92,0,14
14,93,0,14
14,94,0,14
14,95,0,14
14,96,0,14
14,97,0,14
14,98,0,14
14,99,0,14
14,100,0,14
15,1,0,15
15,2,0,15
15,3,0,15
15,4,0,15
15,5,0,15
15,6,0,15
15,7,0,15
15,8,0,15
15,9,0,15
15,10,0,15
15,11,0,15
15,12,0,15
15,13,0,15
15,14,0,15
15,15,0,15
15,16,0,15
15,17,0,15
15,18,0,15
15,19,0,15
15,20,0,15
15,21,0,15
15,22,0,15
15,23,0,15
15,24,0,15
15,25,0,15
15,26,0,15
15,27,0,15
15,28,0,15
15,29,0,15
15,30,0,15
15,31,0,15
15,32,0,15
15,33,0,15
15,34,0,15
15,35,0,15
15,36,0,15
15,37,0,15
15,38,0,15
15,39,0,15
15,40,0,15
15,41,0,15
15,42,0,15
15,43,0,15
15,44,0,15
15,45,0,15
15,46,0,15
15,47,0,15
15,48,0,15
15,49,0,15
15,50,0,15
15,51,0,15
15,52,0,15
15,53,0,15
15,54,0,15
15,55,0,15
15,56,0,15
15,57,0,15
15,58,0,15
15,59,0,15
15,60,0,15
15,61,0,15
15,62,0,15
15,63,0,15
15,64,0,15
15,65,0,15
15,66,0,15
15,67,0,15
15,68,0,15
15,69,0,15
15,70,0,15
15,71,0,15
15,72,0,15
15,73,0,15
15,74,0,15
15,75,0,15
15,76,0,15
15,77,0,15
15,78,0,15
15,79,0,15
15,80,0,15
15,81,0,15
15,82,0,15
15,83,0,15
15,84,0,15
15,85,0,15
15,86,0,15
15,87,0,15
15,88,0,15
15,89,0,15
15,90,0,15
15,91,0,15
15,92,0,15
15,93,0,15
15,94,0,15
15,95,0,15
15,96,0,15
15,97,0,15
15,98,0,15
15,99,0,15
15,100,0,15
16,1,0,16
16,2,0,16
16,3,0,16
16,4,0,16
16,5,0,16
16,6,0,16
16,7,0,16
16,8,0,16
16,9,0,16
16,10,0,16
16,11,0,16
16,12,0,16
16,13,0,16
16,14,0,16
16,15,0,16
16,16,0,16
16,17,0,16
16,18,0,16
16,19,0,16
16,20,0,16
16,21,0,16
16,22,0,16
16,23,0,16
16,24,0,16
16,25,0,16
16,26,0,16
16,27,0,16
16,28,0,16
16,29,0,16
16,30,0,16
16,31,0,16
16,32,0,16
16,33,0,16
16,34,0,16
16,35,0,16
16,36,0,16
16,37,0,16
16,38,0,16
16,39,0,16
16,40,0,16
16,41,0,16
16,42,0,16
16,43,0,16
16,44,0,16
16,45,0,16
16,46,0,16
16,47,0,16
16,48,0,16
16,49,0,16
16,50,0,16
16,51,0,16
16,52,0,16
16,53,0,16
16,54,0,16
16,55,0,16
16,56,0,16
16,57,0,16
16,58,0,16
16,59,0,16
16,60,0,16
16,61,0,16
16,62,0,16
16,63,0,16
16,64,0,16
16,65,0,16
16,66,0,16
16,67,0,16
16,68,0,16
16,69,0,16
16,70,0,16
16,71,0,16
16,72,0,16
16,73,0,16
16,74,0,16
16,75,0,16
16,76,0,16
16,77,0,16
16,78,0,16
16,79,0,16
16,80,0,16
16,81,0,16
16,82,0,16
16,83,0,16
16,84,0,16
16,85,0,16
16,86,0,16
16,87,0,16
16,88,0,16
16,89,0,16
16,90,0,16
16,91,0,16
16,92,0,16
16,93,0,16
16,94,0,16
16,95,0,16
16,96,0,16
16,97,0,16
16,98,0,16
16,99,0,16
16,100,0,16
17,1,0,17
17,2,0,17
17,3,0,17
17,4,0,17
17,5,0,17
17,6,0,17
17,7,0,17
17,8,0,17
17,9,0,17
17,10,0,17
17,11,0,17
17,12,0,17
17,13,0,17
17,14,0,17
17,15,0,17
